1747072035.248496,0.24830174446105957
1747072040.2552428,0.24830174446105957,1
1747072044.1834471,0.7901763319969177,0
1747072044.3911614,0.7901763319969177,1
1747072044.79166,0.6846486032009125,0
1747072044.8923557,0.6846486032009125,1
1747072045.2929554,0.6982470005750656,0
1747072046.0399072,0.6982470005750656,1
1747072046.2401724,0.6939858123660088,0
1747072046.4408934,0.6939858123660088,1
1747072046.7465432,0.6936986111104488,0
1747072046.8473043,0.6936986111104488,1
1747072047.5481408,0.6932477783411741,0
1747072047.6487527,0.6932477783411741,1
1747072047.949198,0.6516153728589416,0
1747072048.0602667,0.6516153728589416,1
1747072048.3608167,0.6581416088156402,0
1747072048.4614375,0.6581416088156402,1
1747072048.7617633,0.656847653677687,0
1747072048.8622713,0.656847653677687,1
1747072049.062625,0.6569601882947609,0
1747072049.1633928,0.6569601882947609,1
1747072049.3659928,0.6568898553377949,0
1747072049.767323,0.6568898553377949,1
1747072050.1678762,0.6607024667027872,0
1747072050.268594,0.6607024667027872,1
1747072050.7748399,0.6284156738402089,0
1747072050.8756442,0.6284156738402089,1
1747072051.5766385,0.5990165915062821,0
1747072051.7777283,0.5990165915062821,1
1747072051.8781493,0.6221458537365394,0
1747072052.4211144,0.6221458537365394,1
1747072052.6218061,0.6395793369901874,0
1747072052.7224405,0.6395793369901874,1
1747072053.1240227,0.641231110269462,0
1747072053.2589488,0.641231110269462,1
1747072053.459333,0.6432344866666371,0
1747072053.5600586,0.6432344866666371,1
1747072053.860435,0.664959949181553,0
1747072054.1613476,0.664959949181553,1
1747072054.2616107,0.6532351284852009,0
1747072054.9683123,0.6532351284852009,1
1747072055.0684583,0.6511373176987162,0
1747072055.2691257,0.6442182530252882,1
1747072055.469405,0.6460014516755317,0
1747072055.5699832,0.6460014516755317,1
1747072055.7703488,0.6313313809357273,0
1747072056.1075575,0.6313313809357273,1
1747072056.6081579,0.5970110280971819,0
1747072056.70902,0.5970110280971819,1
1747072057.2097254,0.599137871645942,0
1747072057.3348286,0.599137871645942,1
1747072057.737489,0.5534593607897831,0
1747072058.1383877,0.5534593607897831,1
1747072058.4464588,0.5601741446015871,0
1747072058.5472782,0.5601741446015871,1
1747072058.8476753,0.5621471590279359,0
1747072058.948531,0.5621471590279359,1
1747072059.2489026,0.5478578302502045,0
1747072059.7577016,0.5478578302502045,1
1747072059.9582121,0.551012431246013,0
1747072060.1590858,0.551012431246013,1
1747072060.4594193,0.5508731775790306,0
1747072060.5599833,0.5508731775790306,1
1747072060.9608047,0.5119212802901791,0
1747072061.482639,0.48706720449315144,1
1747072061.7830212,0.5021034388630918,0
1747072061.8836913,0.5021034388630918,1
1747072062.0839765,0.5017983570143248,0
1747072062.3902495,0.5017983570143248,1
1747072062.7958605,0.48776417744381556,0
1747072062.8962853,0.48776417744381556,1
1747072063.2967563,0.48963414019457163,0
1747072063.3976853,0.48963414019457163,1
1747072063.9036307,0.42341829142467713,0
1747072064.204737,0.42341829142467713,1
1747072064.3049257,0.4466215113873111,0
1747072064.705854,0.4466215113873111,1
1747072064.906213,0.4408455659982973,0
1747072065.017241,0.4408455659982973,1
1747072065.3300028,0.41768474843946113,0
1747072065.430706,0.41768474843946113,1
1747072065.731115,0.4170421285770685,0
1747072066.032001,0.4170421285770685,1
1747072066.334933,0.418912764556326,0
1747072066.4391925,0.418912764556326,1
1747072066.7485518,0.405292173045696,0
1747072066.8492434,0.405292173045696,1
1747072067.0495436,0.4073727080314463,0
1747072067.1501336,0.4073727080314463,1
1747072067.2503855,0.4041530613645467,0
1747072067.551927,0.4041530613645467,1
1747072068.1578107,0.403253218757339,0
1747072068.2585847,0.403253218757339,1
1747072068.7593045,0.3869212971266248,0
1747072068.8602338,0.3869212971266248,1
1747072069.0657272,0.3892841689852942,0
1747072069.271644,0.3892841689852942,1
1747072069.4719381,0.3809217986001605,0
1747072069.6727545,0.3809217986001605,1
1747072069.973305,0.34338492275476007,0
1747072070.0741217,0.34338492275476007,1
1747072070.2820868,0.3483374422848202,0
1747072070.683171,0.3483374422848202,1
1747072071.083603,0.3435618880420912,0
1747072071.2844927,0.3159628683015743,1
1747072071.5851243,0.3285832342349012,0
1747072071.8874662,0.3285832342349012,1
1747072072.0877314,0.30796855374388493,0
1747072072.1883326,0.30796855374388493,1
1747072072.3886058,0.30744398973491094,0
1747072072.4893844,0.30744398973491094,1
1747072072.999288,0.2793904132842735,0
1747072073.0998828,0.2793904132842735,1
1747072073.50075,0.2531795296668865,0
1747072073.6013143,0.2531795296668865,1
1747072074.2151377,0.25765038001536616,0
1747072074.3158863,0.19935025112417226,1
1747072074.7164023,0.18289984681500437,0
1747072075.1172884,0.18289984681500437,1
1747072075.2175097,0.19538386125511648,0
1747072075.4288738,0.19538386125511648,1
1747072075.729296,0.1929766012189126,0
1747072075.8302631,0.16429390439569413,1
1747072076.2308009,0.13507916618972748,0
1747072076.331616,0.13507916618972748,1
1747072076.7376108,0.13498138929203018,0
1747072076.838523,0.13498138929203018,1
1747072077.3391933,0.13251423609651558,0
1747072077.539998,0.13251423609651558,1
1747072078.0442774,0.13168370610672947,0
1747072078.1451886,0.13168370610672947,1
1747072078.6459286,0.12307195308903215,0
1747072078.746859,0.12307195308903215,1
1747072079.4562383,0.05791345295491124,0
1747072079.6231751,0.05791345295491124,1
1747072080.02376,0.07580555631310892,0
1747072080.1244242,0.07580555631310892,1
1747072080.5251808,0.08111811407882563,0
1747072080.860503,0.08111811407882563,1
1747072080.9606767,0.08278201509753164,0
1747072081.261454,0.08278201509753164,1
1747072081.8622243,0.07893825317044703,0
1747072081.9835665,0.07893825317044703,1
1747072082.192498,0.04978152641216739,0
1747072082.3931613,0.04978152641216739,1
1747072082.6935294,0.053749368978340546,0
1747072082.7942653,0.053749368978340546,1
1747072083.1949172,0.05442830430606957,0
1747072083.5305648,0.07711927982312772,1
1747072083.9312396,0.0669216402726488,0
1747072084.0319352,0.0669216402726488,1
1747072084.4325883,0.06517448094274186,0
1747072084.5751114,0.06517448094274186,1
1747072084.9756303,0.062285725979932066,0
1747072085.0760443,0.062285725979932066,1
1747072085.3764882,0.07790255407935774,0
1747072085.477296,0.07790255407935774,1
1747072085.7778788,0.07748908480230171,0
1747072085.8977468,0.07748908480230171,1
1747072086.3060029,0.07865266467245022,0
1747072086.506701,0.07865266467245022,1
1747072086.807082,0.04004484453463297,0
1747072086.9080389,0.04004484453463297,1
1747072087.6190734,0.04325367715787759,0
1747072087.7197514,0.04325367715787759,1
1747072088.0201583,0.041105969905018164,0
1747072088.1209576,0.0023810333999003674,1
1747072088.421694,0.013446040053765262,0
1747072088.5227463,0.013446040053765262,1
1747072089.133851,0.017652802901764852,0
1747072089.2345471,0.017652802901764852,1
1747072089.6352649,0.019977141537914744,0
1747072089.8364115,0.019977141537914744,1
1747072090.0418317,0.04060220736694836,0
1747072090.5426748,0.04060220736694836,1
1747072090.742992,0.03752870680606615,0
1747072091.044087,0.03752870680606615,1
1747072091.1443691,0.03822296210485822,0
1747072091.6558404,0.08505912477875954,1
1747072091.9562247,0.061616336827999385,0
1747072092.057103,0.061616336827999385,1
1747072092.3733914,0.05531247607147993,0
1747072092.4743874,0.05531247607147993,1
1747072092.6747,0.0512576247318402,0
1747072092.8754323,0.039428198811389814,1
1747072093.2760735,0.054243170706916755,0
1747072093.4768076,0.054243170706916755,1
1747072093.6883318,0.05246920746489808,0
1747072093.9895303,0.05246920746489808,1
1747072094.390003,0.053112467065078245,0
1747072094.5906832,0.053112467065078245,1
1747072095.3979204,0.03744586522858452,0
1747072095.4986258,0.03744586522858452,1
1747072095.8991592,0.03604873252650654,0
1747072096.0000627,0.03604873252650654,1
1747072096.4065075,0.04323485485087114,0
1747072096.5073328,0.04323485485087114,1
1747072097.0080845,0.04103511008804181,0
1747072097.1087663,0.04103511008804181,1
1747072097.5093975,0.04268692152294089,0
1747072097.629741,0.04268692152294089,1
1747072097.830079,0.04305421233968223,0
1747072098.1309552,0.04305421233968223,1
1747072098.3312309,0.043314293254396743,0
1747072098.4319668,0.043314293254396743,1
1747072098.8325582,0.04343159508157841,0
1747072098.9560072,0.025301206291398204,1
1747072099.4605918,0.03442717501554926,0
1747072099.8615582,0.03442717501554926,1
1747072099.9618623,0.040319164142181674,0
1747072100.062673,0.040319164142181674,1
1747072100.263127,0.03965924905994048,0
1747072100.4749827,0.03965924905994048,1
1747072100.6752577,0.05612366912593769,0
1747072100.7758281,0.05612366912593769,1
1747072101.1763291,0.04394123650009596,0
1747072101.2775204,0.04394123650009596,1
1747072101.6832836,0.043313003810322104,0
1747072101.7890012,0.043313003810322104,1
1747072102.58998,0.03168714048094168,0
1747072102.7913585,0.03168714048094168,1
1747072102.891684,0.038318419837090445,0
1747072103.3034432,0.038318419837090445,1
1747072103.6038234,0.04159237910466049,0
1747072103.804627,0.05930066700623238,1
1747072104.1154666,0.07439792824708324,0
1747072104.2168617,0.07439792824708324,1
1747072104.4172204,0.06331064886313131,0
1747072104.5180151,0.06331064886313131,1
1747072104.7183013,0.06087299417188491,0
1747072105.219315,0.06087299417188491,1
1747072105.433813,0.07657529631474802,0
1747072105.734794,0.07657529631474802,1
1747072105.935065,0.06692604829479848,0
1747072106.0356188,0.06692604829479848,1
1747072106.436169,0.06509209851229983,0
1747072106.5369737,0.06509209851229983,1
1747072106.637211,0.06367667791647115,0
1747072106.953022,0.03900005202522827,1
1747072107.2534082,0.06416489323492325,0
1747072107.4540746,0.06416489323492325,1
1747072107.5542576,0.06925044278559822,0
1747072107.7549214,0.06925044278559822,1
1747072108.0604825,0.07304269482820103,0
1747072108.4665518,0.09408762428783901,1
1747072108.7669058,0.06328132064950232,0
1747072108.967659,0.06328132064950232,1
1747072109.1680107,0.0605836942136872,0
1747072109.5741634,0.0605836942136872,1
1747072109.7744312,0.057117293742328296,0
1747072110.1752388,0.03318193521316948,1
1747072110.2754683,0.0613555012455389,0
1747072110.7817311,0.0613555012455389,1
1747072110.8819008,0.06505792207076178,0
1747072111.182677,0.06505792207076178,1
1747072111.4830503,0.06863986137784533,0
1747072111.58383,0.06863986137784533,1
1747072111.7841933,0.06532925830919054,0
1747072111.8849785,0.06532925830919054,1
1747072112.1967828,0.06693077691713227,0
1747072112.2973783,0.06693077691713227,1
1747072112.4976435,0.06718873534758515,0
1747072112.5982394,0.06718873534758515,1
1747072113.1991093,0.04427110975683357,0
1747072113.299984,0.04427110975683357,1
1747072113.801042,0.04472298833579136,0
1747072113.909212,0.04472298833579136,1
1747072114.0094528,0.05045410947427309,0
1747072114.1103919,0.05045410947427309,1
1747072114.4111826,0.05240214035622853,0
1747072114.7132354,0.07078366223964916,1
1747072115.0186908,0.06271983804302328,0
1747072115.1193895,0.06271983804302328,1
1747072115.219553,0.0583130909601694,0
1747072115.5205598,0.0583130909601694,1
1747072115.7209349,0.05617219053704767,0
1747072115.8217099,0.05617219053704767,1
1747072116.2327077,0.04106492219659885,0
1747072116.333303,0.04106492219659885,1
1747072116.5335915,0.05471316187726061,0
1747072116.934576,0.05471316187726061,1
1747072117.0348232,0.054645079295568666,0
1747072117.2647917,0.054645079295568666,1
1747072117.465084,0.05575973871883402,0
1747072117.5656724,0.05575973871883402,1
1747072117.76593,0.04894134553362417,0
1747072117.9666162,0.04894134553362417,1
1747072118.4725862,0.05710647330725932,0
1747072118.9788115,0.05710647330725932,1
1747072119.4794836,0.06949202230459228,0
1747072119.7825694,0.06949202230459228,1
1747072119.9880035,0.07123892883899696,0
1747072120.0885935,0.07123892883899696,1
1747072120.2888584,0.06292620738567356,0
1747072120.6897483,0.06292620738567356,1
1747072120.7899873,0.06030087577909948,0
1747072121.0960789,0.06030087577909948,1
1747072121.5018027,0.0587330387662387,0
1747072121.602395,0.0587330387662387,1
1747072121.9027462,0.05942977972977043,0
1747072122.0034156,0.05942977972977043,1
1747072122.2037866,0.05953137394365013,0
1747072122.3046534,0.010306911736296609,1
1747072122.510182,0.04750771923341701,0
1747072122.7110407,0.04750771923341701,1
1747072122.911312,0.049566090620946635,0
1747072123.1119819,0.049566090620946635,1
1747072123.3122604,0.05335228170821654,0
1747072123.4129605,0.05335228170821654,1
1747072123.718568,0.054785875732052264,0
1747072123.8243904,0.054785875732052264,1
1747072124.0246632,0.05353681208962835,0
1747072124.2253542,0.05353681208962835,1
1747072124.5257478,0.0492463625335427,0
1747072124.626436,0.0492463625335427,1
1747072124.9269867,0.05039905530034164,0
1747072125.0400589,0.05039905530034164,1
1747072125.744684,0.07386842316459541,0
1747072125.8453915,0.07386842316459541,1
1747072126.1459491,0.06735599014198246,0
1747072126.2467494,0.06735599014198246,1
1747072126.455893,0.0645889862032506,0
1747072126.6566458,0.0645889862032506,1
1747072126.756823,0.06586118780830369,0
1747072126.8573985,0.06586118780830369,1
1747072127.1577804,0.05133465545740934,0
1747072127.258579,0.05133465545740934,1
1747072127.3588042,0.061037942108349064,0
1747072127.5598488,0.061037942108349064,1
1747072127.765402,0.058281624360301126,0
1747072127.8710794,0.058281624360301126,1
1747072128.1714377,0.05817145930897098,0
1747072128.2720244,0.05817145930897098,1
1747072128.5724928,0.057905042927319315,0
1747072128.8735797,0.057905042927319315,1
1747072129.079059,0.05132042356374587,0
1747072129.284829,0.05132042356374587,1
1747072129.3850112,0.0529310299110548,0
1747072129.5857055,0.0529310299110548,1
1747072129.9862633,0.05291917948187075,0
1747072130.0870686,0.023835049767489958,1
1747072130.2974434,0.038507382298109794,0
1747072130.3981895,0.038507382298109794,1
1747072130.598484,0.04218011298507346,0
1747072130.7992039,0.04218011298507346,1
1747072130.8993793,0.04072250027820415,0
1747072131.100064,0.04072250027820415,1
1747072131.3004327,0.040542689956053826,0
1747072131.4013195,0.040542689956053826,1
1747072131.6017563,0.04036128607731299,0
1747072131.7054396,0.07185160381110656,1
1747072132.1060834,0.04674076295153373,0
1747072132.2067602,0.04674076295153373,1
1747072132.507147,0.045624673397620885,0
1747072132.7083187,0.045624673397620885,1
1747072132.9173968,0.043160073474685534,0
1747072133.3185132,0.028669713488268078,1
1747072133.7189775,0.04349040913137159,0
1747072133.8197954,0.04349040913137159,1
1747072134.0201492,0.04277269878761153,0
1747072134.1407638,0.04277269878761153,1
1747072134.6413674,0.04537318256386211,0
1747072134.7419431,0.04537318256386211,1
1747072135.2425468,0.03514481046024609,0
1747072135.343373,0.03514481046024609,1
1747072135.6762002,0.03418646980436468,0
1747072135.7771018,0.03418646980436468,1
1747072136.1776576,0.03649553211585593,0
1747072136.3785512,0.06507028182635577,1
1747072136.6790736,0.05147273423915044,0
1747072136.7833927,0.05147273423915044,1
