1743343136.4752893,2.0
1743343140.541888,2.0
1743343140.5833938,2.0
1743343140.62471,2.0
1743343140.6557438,2.0
1743343140.6969867,2.0
1743343140.7683995,2.0
1743343140.8198802,2.0
1743343140.8814569,2.0
1743343140.9138718,2.0
1743343140.9549074,2.0
1743343140.9957078,2.0
1743343141.0364904,2.0
1743343141.0773728,2.0
1743343141.0980093,2.0
1743343141.158995,2.0
1743343141.209921,2.0
1743343141.2508667,2.0
1743343141.291899,2.0
1743343141.32283,2.0
1743343141.3839352,2.0
1743343141.4452093,2.0
1743343141.4861689,2.0
1743343141.5170105,2.0
1743343141.5680716,2.0
1743343141.6291182,2.0
1743343141.6800961,2.0
1743343141.710967,2.0
1743343141.7620132,2.0
1743343141.802946,2.0
1743343141.843745,2.0
1743343141.874448,2.0
1743343141.9156365,2.0
1743343141.9767218,2.0
1743343142.0175004,2.0
1743343142.078526,2.0
1743343142.1496341,2.0
1743343142.2409637,2.0
1743343142.2823744,2.0
1743343142.3540537,2.0
1743343142.3748074,2.0
1743343142.415633,2.0
1743343142.486967,2.0
1743343142.5181806,2.0
1743343142.5392044,2.0
1743343142.6004224,2.0
1743343142.641556,2.0
1743343142.682738,2.0
1743343142.7236602,2.0
1743343142.7645307,2.0
1743343142.805343,2.0
1743343142.8763938,2.0
1743343142.9273708,2.0
1743343143.0287406,2.0
1743343143.0696201,2.0
1743343143.1306756,2.0
1743343143.2017772,2.0
1743343143.2425783,2.0
1743343143.3036215,2.0
1743343143.3242145,2.0
1743343143.3649595,2.0
1743343143.4057145,2.0
1743343143.4571254,2.0
1743343143.5183396,2.0
1743343143.579279,2.0
1743343143.620137,2.0
1743343143.6407733,2.0
1743343143.6820657,2.0
1743343143.7334328,2.0
1743343143.7745807,2.0
1743343143.7955673,2.0
1743343143.857261,2.0
1743343143.9289424,2.0
1743343144.000552,2.0
1743343144.0518007,2.0
1743343144.123272,2.0
1743343144.1545637,2.0
1743343144.205482,2.0
1743343144.2463045,2.0
1743343144.3380089,2.0
1743343144.409449,2.0
1743343144.4611278,2.0
1743343144.4822643,2.0
1743343144.5335665,2.0
1743343144.6154108,2.0
1743343144.686806,2.0
1743343144.7281327,2.0
1743343144.779353,2.0
1743343144.8203526,2.0
1743343144.8623013,2.0
1743343144.9338512,2.0
1743343145.0053465,2.0
1743343145.0164723,2.0
1743343145.1080246,2.0
1743343145.1590881,2.0
1743343145.23129,2.0
1743343145.2418895,2.0
1743343145.2827282,2.0
1743343145.293265,2.0
1743343145.3649323,2.0
1743343145.4868963,2.0
1743343145.5075848,2.0
1743343145.5791264,2.0
1743343145.6205816,2.0
1743343145.6514065,2.0
1743343145.7227979,2.0
1743343145.7739768,2.0
1743343145.7950618,2.0
1743343145.8360853,2.0
1743343145.8976474,2.0
1743343145.928598,2.0
1743343145.9797108,2.0
1743343146.0106273,2.0
1743343146.1126246,2.0
1743343146.1638556,2.0
1743343146.2657726,2.0
1743343146.286543,2.0
1743343146.3475976,2.0
1743343146.3988302,2.0
1743343146.4703104,2.0
1743343146.5012457,2.0
1743343146.5431268,2.0
1743343146.5640965,2.0
1743343146.6154323,2.0
1743343146.6772075,2.0
1743343146.7182207,2.0
1743343146.7593534,2.0
1743343146.871413,2.0
1743343146.903125,2.0
1743343146.9745321,2.0
1743343146.995179,2.0
1743343147.0359213,2.0
1743343147.107,2.0
1743343147.1377609,2.0
1743343147.1587179,2.0
1743343147.2300642,2.0
1743343147.2713926,2.0
1743343147.3327146,2.0
1743343147.3743944,2.0
1743343147.4052103,2.0
1743343147.446018,2.0
1743343147.517123,2.0
1743343147.5579672,2.0
1743343147.6089,2.0
1743343147.6497235,2.0
1743343147.7107587,2.0
1743343147.7415094,2.0
1743343147.7621531,2.0
1743343147.8231428,2.0
1743343147.8640354,2.0
1743343147.9251246,2.0
1743343147.9659576,2.0
1743343148.0472245,2.0
1743343148.07798,2.0
1743343148.0885186,2.0
1743343148.1595962,2.0
1743343148.2104845,2.0
1743343148.2714598,2.0
1743343148.3022983,2.0
1743343148.3431685,2.0
1743343148.3637996,2.0
1743343148.4754217,2.0
1743343148.5062034,2.0
1743343148.557113,2.0
1743343148.5979013,2.0
1743343148.648801,2.0
1743343148.6796064,2.0
1743343148.7305171,2.0
1743343148.8015993,2.0
1743343148.8626556,2.0
1743343148.8933947,2.0
1743343148.9442956,2.0
1743343148.9951885,2.0
1743343149.0258791,2.0
1743343149.0969405,2.0
1743343149.16801,2.0
1743343149.1785269,2.0
1743343149.2394824,2.0
1743343149.2600803,2.0
1743343149.3110478,2.0
1743343149.3922076,2.0
1743343149.4834466,2.0
1743343149.524259,2.0
1743343149.5650904,2.0
1743343149.585706,2.0
1743343149.676969,2.0
1743343149.687542,2.0
1743343149.7182467,2.0
1743343149.7893412,2.0
1743343149.8503745,2.0
1743343149.8912075,2.0
1743343149.911836,2.0
1743343149.9627407,2.0
1743343150.0136588,2.0
1743343150.104985,2.0
1743343150.1357284,2.0
1743343150.186579,2.0
1743343150.2273393,2.0
1743343150.2782433,2.0
1743343150.339217,2.0
1743343150.3598607,2.0
1743343150.4006758,2.0
1743343150.461654,2.0
1743343150.5226247,2.0
1743343150.5836036,2.0
1743343150.6345394,2.0
1743343150.6854906,2.0
1743343150.7263005,2.0
1743343150.7469308,2.0
1743343150.7978184,2.0
1743343150.8488014,2.0
1743343150.8796208,2.0
1743343150.9608486,2.0
1743343151.001704,2.0
1743343151.0425096,2.0
1743343151.1035786,2.0
1743343151.1847744,2.0
1743343151.2256868,2.0
1743343151.266518,2.0
1743343151.3275208,2.0
1743343151.3684227,2.0
1743343151.4496272,2.0
1743343151.500532,2.0
1743343151.5514307,2.0
1743343151.6225464,2.0
1743343151.6633813,2.0
1743343151.6840286,2.0
1743343151.7147264,2.0
1743343151.7353225,2.0
1743343151.826463,2.0
1743343151.8874993,2.0
1743343151.9283612,2.0
1743343151.9792778,2.0
1743343152.030169,2.0
1743343152.0709748,2.0
1743343152.1118221,2.0
1743343152.1526315,2.0
1743343152.183363,2.0
1743343152.224195,2.0
1743343152.2650807,2.0
