1747402677.2384202,0.25
1747402689.2466848,0.25,1
1747402689.3471353,0.6666666666666666,0
1747402691.0555015,0.6666666666666666,1
1747402691.3558633,0.6666666600439283,0
1747402691.7574184,0.6666666600439283,1
1747402692.8686686,0.7129629563402246,0
1747402692.9696748,0.7129629563402246,1
1747402693.277252,0.7283950551056567,0
1747402693.3781085,0.7283950551056567,1
1747402693.7787962,0.738683127817303,0
1747402693.979581,0.738683127817303,1
1747402695.089064,0.7438271719405353,0
1747402695.1897316,0.7438271719405353,1
1747402695.4901621,0.7466849511924485,0
1747402695.6911411,0.7466849511924485,1
1747402695.896672,0.7482091130833858,0
1747402696.0976372,0.7482091130833858,1
1747402696.3980389,0.749034700857965,0
1747402696.8990397,0.749034700857965,1
1747402697.1011648,0.7494792534468465,0
1747402697.4022799,0.7494792534468465,1
1747402697.8031545,0.7497191691914497,0
1747402698.409581,0.7497191691914497,1
1747402698.9154563,0.7498485334886212,0
1747402699.0160701,0.7498485334886212,1
1747402699.4165678,0.7499182981972264,0
1747402699.5174236,0.7499182981972264,1
1747402699.8232887,0.7499559376877006,0
1747402700.3244622,0.7499559376877006,1
1747402700.5247529,0.7499762327883461,0
1747402700.8255963,0.7499762327883461,1
1747402701.1323912,0.7499871900152438,0
1747402701.2330246,0.7499871900152438,1
1747402701.8337677,0.7499930875324963,0
1747402702.3402078,0.7499930875324963,1
1747402702.550878,0.7499962653326908,0
1747402702.8518028,0.7499962653326908,1
1747402703.352417,0.7499980001187297,0
1747402703.4532337,0.7499980001187297,1
1747402703.7589388,0.7499989161403965,0
1747402704.0599375,0.7499989161403965,1
1747402704.3603284,0.7499994002948864,0
1747402704.661163,0.7499994002948864,1
1747402705.1672337,0.7499996808890059,0
1747402705.2679105,0.7499996808890059,1
1747402705.6692917,0.7499998141568089,0
1747402705.7700765,0.7499998141568089,1
1747402706.1707048,0.7499998983158398,0
1747402706.2784035,0.7499998983158398,1
1747402706.684212,0.749999946237065,0
1747402706.9850605,0.749999946237065,1
1747402707.1853597,0.7499999622108068,0
1747402707.286024,0.7499999622108068,1
1747402707.5875094,0.7499999874036023,0
1747402707.6933844,0.7499999874036023,1
1747402708.2940817,0.7499999759329858,0
1747402708.595067,0.7499999759329858,1
1747402709.0009964,0.749999991977662,0
1747402709.3020504,0.749999991977662,1
1747402710.10306,0.7499999973258874,0
1747402710.2141654,0.7499999973258874,1
1747402710.519816,0.7499999991086291,0
1747402710.7205675,0.7499999991086291,1
1747402711.1211169,0.7499999997028763,0
1747402711.2219644,0.7499999997028763,1
1747402711.422385,0.7499999999009588,0
1747402711.7395084,0.7499999999009588,1
1747402711.8397148,0.7499999999669863,0
1747402712.2406862,0.7499999999669863,1
1747402712.7415268,0.7499999999889955,0
1747402712.8424509,0.7499999999889955,1
1747402713.0496054,0.7499999999963318,0
1747402713.350412,0.7499999999963318,1
1747402713.6508439,0.7499999999987773,0
1747402713.9520504,0.7499999999987773,1
1747402714.1524951,0.7499999999995924,0
1747402714.568913,0.7499999999995924,1
1747402714.8693366,0.7499999999998641,0
1747402715.0702255,0.7499999999998641,1
1747402715.482966,0.7499999999999547,0
1747402715.6838586,0.7499999999999547,1
1747402716.4848619,0.7499999999999849,0
1747402716.698021,0.7499999999999849,1
1747402716.898633,0.749999999999995,0
1747402717.099452,0.749999999999995,1
1747402718.002933,0.7499999999999983,0
1747402718.1087942,0.7499999999999983,1
1747402718.5093338,0.7499999999999994,0
1747402718.6100676,0.7499999999999994,1
1747402719.1108706,0.7499999999999999,0
1747402719.2120645,0.7499999999999999,1
1747402719.5179424,0.75,0
1747402719.6188657,0.75,1
1747402720.1195173,0.75,0
1747402720.4205534,0.75,1
1747402720.9266284,0.75,0
1747402721.027449,0.75,1
1747402721.529209,0.75,0
1747402721.6302552,0.75,1
1747402721.9309282,0.75,0
1747402722.3450062,0.75,1
1747402722.4453301,0.75,0
1747402722.8463233,0.75,1
1747402723.046805,0.75,0
1747402723.2479174,0.75,1
1747402723.648642,0.75,0
1747402723.74931,0.75,1
1747402724.2500703,0.75,0
1747402724.4563725,0.75,1
1747402724.7673142,0.75,0
1747402724.8680806,0.75,1
1747402725.2688024,0.75,0
1747402725.369935,0.75,1
1747402725.876252,0.75,0
1747402725.977002,0.75,1
1747402726.4776232,0.75,0
1747402726.7790127,0.75,1
1747402727.5802603,0.75,0
1747402727.680893,0.75,1
1747402728.388485,0.75,0
1747402728.4894195,0.75,1
1747402728.8902085,0.75,0
1747402728.9913177,0.75,1
1747402729.2920864,0.75,0
1747402729.3931093,0.75,1
1747402729.7996476,0.75,0
1747402729.9005814,0.75,1
1747402730.3014297,0.75,0
1747402730.4025183,0.75,1
1747402730.803287,0.75,0
1747402731.0135934,0.75,1
1747402731.3192286,0.75,0
1747402731.6200993,0.75,1
1747402732.2213187,0.75,0
1747402732.322118,0.75,1
1747402732.7226617,0.75,0
1747402732.9234765,0.75,1
1747402733.1239703,0.75,0
1747402733.4257975,0.75,1
1747402733.5298593,0.75,0
1747402733.9312463,0.75,1
1747402734.432117,0.75,0
1747402734.633121,0.75,1
1747402735.039092,0.75,0
1747402735.1398916,0.75,1
1747402735.4404662,0.75,0
1747402735.6415114,0.75,1
1747402736.1517572,0.75,0
1747402736.452645,0.75,1
1747402736.9533906,0.75,0
