1747402685.5281873,1.0
1747402690.5364504,1.0,1
1747402691.0374234,1.0,0
1747402691.239037,1.0,1
1747402691.4394023,0.8611111044883728,0
1747402691.740604,0.8611111044883728,1
1747402692.3493545,0.8148148059844971,0
1747402692.5501716,0.8148148059844971,1
1747402693.2528393,0.7839506069819132,0
1747402693.3537073,0.7839506069819132,1
1747402693.8542893,0.7685185207260979,0
1747402694.0551019,0.7685185207260979,1
1747402694.7699006,0.7599451387370074,0
1747402695.0708232,0.7599451387370074,1
1747402695.4714215,0.7553726581879604,0
1747402695.6725852,0.7553726581879604,1
1747402695.8821323,0.7528958965721445,0
1747402696.0852854,0.7528958965721445,1
1747402696.5858624,0.751562259243022,0
1747402697.0980387,0.751562259243022,1
1747402697.1983066,0.7508425188217198,0
1747402697.702983,0.7508425188217198,1
1747402698.003375,0.7504544282010408,0
1747402698.4158053,0.7504544282010408,1
1747402698.8200574,0.7502450950957408,0
1747402698.9207633,0.7502450950957408,1
1747402699.221211,0.7501321834993716,0
1747402699.622277,0.7501321834993716,1
1747402700.139818,0.7500713004891195,0
1747402700.240414,0.7500713004891195,1
1747402700.440706,0.7500384494405362,0
1747402700.641803,0.7500384494405362,1
1747402701.258587,0.7500207438979339,0
1747402701.7610571,0.7500207438979339,1
1747402701.8612556,0.7500111862988535,0
1747402702.3740447,0.7500111862988535,1
1747402702.491682,0.7500060334792158,0
1747402703.0927494,0.7500060334792158,1
1747402703.193043,0.7500032628572789,0
1747402703.3940394,0.7500032628572789,1
1747402703.9417887,0.7500017631384005,0
1747402704.0424023,0.7500017631384005,1
1747402704.2427702,0.7500009453406689,0
1747402704.5436513,0.7500009453406689,1
1747402704.8441167,0.7500005137957055,0
1747402704.9449654,0.7500005137957055,1
1747402705.7491152,0.7500002706063098,0
1747402705.8499193,0.7500002706063098,1
1747402706.0502276,0.750000149806748,0
1747402706.4555166,0.750000149806748,1
1747402706.7560723,0.7500000896720125,0
1747402706.9567642,0.7500000896720125,1
1747402707.1570654,0.7500000497588858,0
1747402707.3580182,0.7500000497588858,1
1747402707.662796,0.7500000364545102,0
1747402708.164079,0.7500000364545102,1
1747402708.4644647,0.7500000121515034,0
1747402708.6652775,0.7500000121515034,1
1747402709.6790369,0.7500000040505012,0
1747402709.7796626,0.7500000040505012,1
1747402710.080108,0.7500000013501671,0
1747402710.3913743,0.7500000013501671,1
1747402710.4962294,0.7500000004500557,0
1747402710.7972562,0.7500000004500557,1
1747402711.0976417,0.7500000001500186,0
1747402711.1984706,0.7500000001500186,1
1747402711.3988495,0.7500000000500062,0
1747402711.7104723,0.7500000000500062,1
1747402712.015929,0.7500000000166688,0
1747402712.3167021,0.7500000000166688,1
1747402712.7172925,0.7500000000055563,0
1747402712.818153,0.7500000000055563,1
1747402713.0328245,0.7500000000018522,0
1747402713.140805,0.7500000000018522,1
1747402713.741535,0.7500000000006174,0
1747402713.842381,0.7500000000006174,1
1747402714.4592636,0.7500000000002057,0
1747402714.5614123,0.7500000000002057,1
1747402714.9618876,0.7500000000000685,0
1747402715.3629262,0.7500000000000685,1
1747402715.8778758,0.7500000000000228,0
1747402715.9785097,0.7500000000000228,1
1747402716.278889,0.7500000000000075,0
1747402716.4797175,0.7500000000000075,1
1747402716.89209,0.7500000000000026,0
1747402716.99294,0.7500000000000026,1
1747402717.3949332,0.7500000000000009,0
1747402717.8959842,0.7500000000000009,1
1747402718.4124389,0.7500000000000003,0
1747402718.713241,0.7500000000000003,1
1747402719.213891,0.7500000000000001,0
1747402719.3146853,0.7500000000000001,1
1747402719.7309003,0.75,0
1747402719.931614,0.75,1
1747402720.2320094,0.75,0
1747402720.532905,0.75,1
1747402720.9465988,0.75,0
1747402721.1473088,0.75,1
1747402721.347596,0.75,0
1747402721.5482733,0.75,1
1747402721.9488823,0.75,0
1747402722.1514313,0.75,1
1747402722.657269,0.75,0
1747402722.7579055,0.75,1
1747402723.2585287,0.75,0
1747402723.3597713,0.75,1
1747402723.5629885,0.75,0
1747402724.0639608,0.75,1
1747402724.3643901,0.75,0
1747402724.5655828,0.75,1
1747402724.9713018,0.75,0
1747402725.072093,0.75,1
1747402725.3724904,0.75,0
1747402725.573543,0.75,1
1747402725.7739491,0.75,0
1747402726.3913302,0.75,1
1747402726.4915357,0.75,0
1747402727.2931254,0.75,1
1747402727.3934026,0.75,0
1747402727.9124935,0.75,1
1747402728.3130553,0.75,0
1747402728.5140748,0.75,1
1747402728.7672796,0.75,0
1747402728.9711556,0.75,1
1747402729.0713544,0.75,0
1747402729.472391,0.75,1
1747402729.672833,0.75,0
1747402729.7736325,0.75,1
1747402730.0759592,0.75,0
1747402730.2767127,0.75,1
1747402730.7773285,0.75,0
1747402731.2788737,0.75,1
1747402731.384198,0.75,0
1747402731.6903033,0.75,1
1747402731.8906062,0.75,0
1747402732.0914898,0.75,1
1747402732.4990456,0.75,0
1747402732.9007268,0.75,1
1747402733.101014,0.75,0
1747402733.5019267,0.75,1
1747402733.6021821,0.75,0
1747402733.907862,0.75,1
1747402734.1081743,0.75,0
1747402734.3090923,0.75,1
1747402734.909835,0.75,0
1747402735.010698,0.75,1
1747402735.715501,0.75,0
1747402735.9162004,0.75,1
1747402736.2166216,0.75,0
1747402736.421574,0.75,1
1747402736.8272207,0.75,0
1747402737.0279322,0.75,1
1747402737.3283265,0.75,0
1747402737.5292027,0.75,1
1747402737.8349345,0.75,0
1747402738.4361234,0.75,1
1747402738.7365308,0.75,0
1747402738.8373187,0.75,1
1747402739.1429327,0.75,0
1747402739.243618,0.75,1
1747402739.5440207,0.75,0
1747402739.6446495,0.75,1
1747402739.8449242,0.75,0
1747402740.3512745,0.75,1
1747402740.651947,0.75,0
1747402740.85265,0.75,1
1747402741.0529356,0.75,0
1747402741.3537161,0.75,1
1747402741.4539897,0.75,0
1747402741.86016,0.75,1
1747402742.060447,0.75,0
1747402742.3612072,0.75,1
1747402742.86194,0.75,0
1747402742.9747257,0.75,1
1747402743.38178,0.75,0
1747402743.8830662,0.75,1
1747402744.1835406,0.75,0
1747402744.5063276,0.75,1
1747402744.606548,0.75,0
1747402745.007724,0.75,1
1747402745.2081218,0.75,0
1747402745.40929,0.75,1
1747402745.5095563,0.75,0
1747402745.8157,0.75,1
1747402746.0159879,0.75,0
1747402746.7175393,0.75,1
1747402746.8178139,0.75,0
1747402747.232779,0.75,1
1747402747.4330661,0.75,0
1747402747.9343019,0.75,1
1747402748.4554698,0.75,0
1747402748.65629,0.75,1
1747402748.8565865,0.75,0
1747402748.9572725,0.75,1
1747402749.257739,0.75,0
1747402749.4726768,0.75,1
1747402749.7731698,0.75,0
1747402749.8738816,0.75,1
1747402750.1742716,0.75,0
1747402750.4753625,0.75,1
1747402750.780566,0.75,0
1747402750.8953247,0.75,1
1747402751.20088,0.75,0
1747402751.802104,0.75,1
1747402752.0024927,0.75,0
1747402752.2065315,0.75,1
1747402752.506994,0.75,0
1747402752.807808,0.75,1
1747402753.0081518,0.75,0
1747402753.5201168,0.75,1
1747402753.7205179,0.75,0
1747402753.9216392,0.75,1
