1746785766.0668771,False
1746785766.2663405,True
1746785766.3953602,True
1746785766.6835074,True
1746785770.7118173,False
1746785770.755016,False
1746785770.789724,False
1746785770.9694571,False
1746785771.0081859,True
1746785771.1345315,True
1746785775.9308112,False
1746785776.0314379,False
1746785776.1373,False
1746785776.2317824,False
1746785776.3109236,False
1746785776.6303625,False
1746785776.8767319,True
1746785777.0191493,True
1746785781.6804519,False
1746785781.73829,False
1746785781.8730402,False
1746785781.94428,False
1746785782.2642124,False
1746785782.5644562,False
1746785782.5657697,False
1746785782.7520218,True
1746785782.7524042,True
1746785783.2135463,True
1746785787.9974644,False
1746785788.2554522,False
1746785788.665661,False
1746785788.7402098,False
1746785788.740863,False
1746785788.9091008,False
1746785789.1933753,False
1746785789.5610054,False
1746785789.8363423,False
1746785790.0900228,True
1746785790.6329072,True
1746785796.6982794,False
1746785796.867166,False
1746785797.0078382,False
1746785797.5265646,False
1746785797.7127566,False
1746785797.7489755,False
1746785798.1754038,False
1746785798.515146,False
1746785798.5890272,True
1746785798.7315013,True
