1746794308.7826998,False
1746794309.0068042,False
1746794309.0476758,True
1746794309.60306,False
1746794309.8152955,False
1746794309.9095354,True
1746794309.9106896,True
1746794309.9276688,True
1746794310.0197575,True
1746794310.3266947,True
1746794310.398486,True
1746794316.5142403,False
1746794316.6051009,False
1746794316.618993,False
1746794316.7182343,True
1746794316.7193484,True
1746794317.2304807,True
1746794317.5728686,True
1746794325.3462398,False
1746794325.518182,False
1746794325.7870462,False
1746794325.7894177,True
1746794326.5110643,True
