1747072035.2485354,0.2
1747072040.256121,0.2,1
1747072044.3886864,0.4499999940395355,0
1747072044.6896286,0.4499999940395355,1
1747072044.8898966,0.5416666597127915,0
1747072044.9905148,0.5416666597127915,1
1747072045.2910397,0.5930555626749993,0
1747072045.6227732,0.5930555626749993,1
1747072046.223533,0.6178240858018398,0
1747072046.3241713,0.6178240858018398,1
1747072046.624644,0.6303626637905836,0
1747072046.834811,0.6303626637905836,1
1747072047.4355304,0.636606233380735,0
1747072047.5361903,0.636606233380735,1
1747072047.8366125,0.6397323097102344,0
1747072047.9374194,0.6397323097102344,1
1747072048.0416026,0.6412946326192468,0
1747072048.4426525,0.6412946326192468,1
1747072048.7430315,0.6420759132830426,0
1747072048.9438188,0.6420759132830426,1
1747072049.2443626,0.6424665238126182,0
1747072049.3658967,0.6424665238126182,1
1747072049.8671825,0.6426618290774059,0
1747072050.067903,0.6426618290774059,1
1747072050.3684957,0.6427594817097997,0
1747072050.5696301,0.6427594817097997,1
1747072050.9754965,0.6428083080259966,0
1747072051.3764815,0.6428083080259966,1
1747072051.8776283,0.6428327211840952,0
1747072051.9901001,0.6428327211840952,1
1747072052.5212862,0.6428449277631444,0
1747072052.7225513,0.6428449277631444,1
1747072053.123422,0.6428510310526689,0
1747072053.3645208,0.6428510310526689,1
1747072053.564894,0.6428540826974313,0
1747072053.7656245,0.6428540826974313,1
1747072053.8658004,0.6428556085198125,0
1747072054.166715,0.6428556085198125,1
1747072054.2668989,0.642856371431003,0
1747072054.7682052,0.642856371431003,1
1747072055.0688097,0.6428567528865983,0
1747072055.1692882,0.6428567528865983,1
1747072055.3695502,0.6428569436143959,0
1747072055.4701602,0.6428569436143959,1
1747072055.7708626,0.6428570389782948,0
1747072055.9035957,0.6428570389782948,1
1747072056.6081076,0.6428570866602442,0
1747072056.7092838,0.6428570866602442,1
1747072057.1103702,0.6428571105012189,0
1747072057.5196834,0.6428571105012189,1
1747072057.619904,0.6428571224217062,0
1747072058.1209276,0.6428571224217062,1
1747072058.4215868,0.64285712838195,0
1747072058.5224915,0.64285712838195,1
1747072058.727934,0.6428571313620718,0
1747072058.9286144,0.6428571313620718,1
1747072059.128923,0.6428571328521326,0
1747072059.429882,0.6428571328521326,1
1747072059.8421361,0.6428571335971631,0
1747072060.1430793,0.6428571335971631,1
1747072060.443451,0.6428571339696784,0
1747072060.5440466,0.6428571339696784,1
1747072060.9445992,0.6428571341559359,0
1747072061.0583742,0.6428571341559359,1
1747072061.5591044,0.6428571342490648,0
1747072061.6596746,0.6428571342490648,1
1747072061.8599145,0.6428571342956292,0
1747072061.9604177,0.6428571342956292,1
1747072062.7732918,0.6428571343189113,0
1747072062.873888,0.6428571343189113,1
1747072063.0741549,0.6428571343305525,0
1747072063.274837,0.6428571343305525,1
1747072063.783575,0.642857134336373,0
1747072063.8842707,0.642857134336373,1
1747072064.0846,0.6428571343392833,0
1747072064.385422,0.6428571343392833,1
1747072064.5857015,0.6428571343407384,0
1747072064.786489,0.6428571343407384,1
1747072064.9955578,0.642857134341466,0
1747072065.1497037,0.642857134341466,1
1747072065.4502778,0.6428571343418298,0
1747072065.5509021,0.6428571343418298,1
1747072066.1517348,0.6428571343420117,0
1747072066.2525976,0.6428571343420117,1
1747072066.6582975,0.6428571343421027,0
1747072066.7589662,0.6428571343421027,1
1747072066.959317,0.6428571343421481,0
1747072067.060034,0.6428571343421481,1
1747072067.360521,0.6428571343421708,0
1747072068.0669804,0.6428571343421708,1
1747072068.667725,0.6428571343421823,0
1747072068.768544,0.6428571343421823,1
