1746790616.621449,False
1746790616.7784915,False
1746790616.9897761,False
1746790617.1723325,True
1746790617.3300755,True
1746790617.4282186,True
1746790623.7593641,False
1746790623.9003785,False
1746790623.9670875,False
1746790624.2358024,False
1746790624.2369235,False
1746790624.5715933,True
1746790624.7664201,True
1746790624.9089675,True
1746790978.566847,False
1746790978.723114,False
1746790979.024193,False
1746790979.0876818,True
1746790979.143185,True
1746790979.473633,True
1746790996.4106114,False
1746790996.7089114,False
1746790996.7847197,False
1746790997.10888,False
1746790997.1708546,True
1746790997.6199865,True
1746791281.416064,False
1746791281.5586824,False
1746791281.8215988,False
1746791281.8232,False
1746791281.870083,False
1746791282.1705444,True
1746791282.634674,True
1746791282.873058,True
1746791289.453052,False
1746791289.6664271,False
1746791289.8822224,False
1746791289.8837786,False
1746791290.1470335,False
1746791290.2410948,False
1746791290.2439203,True
1746791290.6885812,True
1746791291.3947356,True
1746791292.6173778,True
