1747067609.5713909,4.0
1747067620.579644,4.0,1
1747067646.1977468,3.125,0
1747067647.6988466,3.125,1
1747067649.1993723,2.768750011920929,0
1747067650.7001755,2.768750011920929,1
1747067653.2349658,2.7042707949876785,0
1747067654.9021237,2.7042707949876785,1
1747067656.4024239,2.6157933957874775,0
1747067657.9031904,2.6157933957874775,1
1747067660.349278,2.5941527308896184,0
1747067661.850014,2.5941527308896184,1
1747067664.321295,2.5754988298285753,0
1747067665.8220937,2.5754988298285753,1
1747067669.0474238,2.5695790674653836,0
1747067670.5483944,2.5695790674653836,1
1747067672.549811,2.5655799961677985,0
1747067674.1999612,2.5655799961677985,1
1747067675.7003891,2.56409516574422,0
1747067677.201382,2.56409516574422,1
1747067679.3075595,2.5632197624481705,0
1747067680.9946299,2.5632197624481705,1
1747067682.6950984,2.5628617347786076,0
1747067684.1958451,2.5628617347786076,1
1747067686.096701,2.5626669660585435,0
1747067687.5977342,2.5626669660585435,1
1747067689.403101,2.5625823918823727,0
1747067690.903956,2.5625823918823727,1
1747067692.9100025,2.5625385389686706,0
1747067694.5902345,2.5625385389686706,1
1747067696.1906579,2.562518873462108,0
1747067697.691468,2.562518873462108,1
1747067700.03912,2.562508950295306,0
1747067701.5399375,2.562508950295306,1
1747067703.2705228,2.5625043833410386,0
1747067704.771568,2.5625043833410386,1
1747067706.8220158,2.562502168718866,0
1747067708.3228242,2.562502168718866,1
