1743686952.2789328,4.0
1743686961.285256,3.699999968210856,-1
1743686962.387471,3.7500000529819064,-1
1743686963.288995,3.7416666525381586,-1
1743686964.0903075,3.743055534951481,-1
1743686964.8916302,3.7428240619078585,-1
1743686965.8932116,3.7428626167103753,-1
1743686966.794674,3.7428562358791666,-1
1743686967.596007,3.742857287849818,-1
1743686968.5976505,3.742857161669544,-1
1743686969.2988493,3.7428571196094524,-1
1743686969.9999976,3.7428571850622814,-1
1743686970.7010872,3.7428572068798913,-1
1743686971.50239,3.742857214152428,-1
1743686972.4041383,3.7428572165766067,-1
1743686973.2060251,3.742857217384666,-1
1743686974.0076077,3.7428572176540196,-1
1743686975.009504,3.742857217743804,-1
1743686975.7106075,3.7428572177737323,-1
1743686976.5119178,3.7428572177837083,-1
1743686977.1129208,3.7428572177870336,-1
1743686977.814034,3.742857217788142,-1
1743686978.5151017,3.7428572177885115,-1
1743686979.4169636,3.7428572177886346,-1
1743686980.1180203,3.7428572177886754,-1
1743686981.1196723,3.742857217788689,-1
1743686981.820765,3.742857217788694,-1
1743686982.6220021,3.742857217788696,-1
1743686983.5237722,3.7428572177886963,-1
1743686984.325064,3.7428572177886963,-1
1743686985.2264783,3.7428572177886963,-1
1743686986.0278,3.7428572177886963,-1
1743686986.8291378,3.7428572177886963,-1
1743686987.6304374,3.7428572177886963,-1
1743686988.3315759,3.7428572177886963,-1
1743686989.032681,3.7428572177886963,-1
1743686989.7337873,3.7428572177886963,-1
1743686990.434888,3.7428572177886963,-1
1743686991.2361677,3.7428572177886963,-1
1743686992.2377198,3.7428572177886963,-1
1743686993.0389752,3.7428572177886963,-1
1743686993.8402686,3.7428572177886963,-1
1743686994.541363,3.7428572177886963,-1
1743686995.4430697,3.7428572177886963,-1
1743686996.14426,3.7428572177886963,-1
1743686996.8454368,3.7428572177886963,-1
1743686997.7471035,3.7428572177886963,-1
1743686998.4488113,3.7428572177886963,-1
1743686999.449929,3.7428572177886963,-1
1743687000.250692,3.7428572177886963,-1
1743687000.951425,3.7428572177886963,-1
1743687001.6521206,3.7428572177886963,-1
1743687002.3529487,3.7428572177886963,-1
1743687003.5547373,3.7428572177886963,-1
1743687004.4561574,3.7428572177886963,-1
1743687005.2573843,3.7428572177886963,-1
1743687005.9585054,3.7428572177886963,-1
1743687007.5608728,3.7428572177886963,-1
1743687008.362062,3.7428572177886963,-1
1743687009.1633162,3.7428572177886963,-1
1743687009.864395,3.7428572177886963,-1
1743687010.6656377,3.7428572177886963,-1
1743687011.3667376,3.7428572177886963,-1
1743687012.1680717,3.7428572177886963,-1
1743687012.8693044,3.7428572177886963,-1
1743687013.5704064,3.7428572177886963,-1
1743687014.3717716,3.7428572177886963,-1
1743687015.17334,3.7428572177886963,-1
1743687015.8745658,3.7428572177886963,-1
1743687016.676033,3.7428572177886963,-1
1743687017.4773858,3.7428572177886963,-1
1743687018.1786437,3.7428572177886963,-1
1743687019.0800655,3.7428572177886963,-1
1743687019.7812517,3.7428572177886963,-1
1743687020.883086,3.7428572177886963,-1
1743687021.5841959,3.7428572177886963,-1
1743687022.2853963,3.7428572177886963,-1
1743687023.0868053,3.7428572177886963,-1
1743687023.788075,3.7428572177886963,-1
1743687024.5895414,3.7428572177886963,-1
1743687025.29076,3.7428572177886963,-1
1743687025.9919488,3.7428572177886963,-1
1743687026.7932396,3.7428572177886963,-1
1743687027.494398,3.7428572177886963,-1
1743687028.3959033,3.7428572177886963,-1
1743687029.1971972,3.7428572177886963,-1
1743687029.7983296,3.7428572177886963,-1
1743687030.6998258,3.7428572177886963,-1
1743687031.4010599,3.7428572177886963,-1
1743687032.001957,3.7428572177886963,-1
1743687032.9034405,3.7428572177886963,-1
