1746794095.9330182,False
1746794096.280222,False
1746794096.3372846,False
1746794096.6756804,False
1746794096.7938938,False
1746794096.8983655,True
1746794097.5871825,True
1746794105.6403952,False
1746794105.7747657,False
1746794106.1254125,False
1746794106.3802621,False
1746794106.7810237,False
1746794106.784042,True
1746794106.858326,True
1746794107.4254243,True
1746794117.326951,False
1746794117.3868086,False
1746794117.6618216,False
1746794117.894327,True
1746794117.9821568,True
1746794118.187139,False
1746794118.3660114,False
1746794118.368669,True
